id,batch,resort_name,local_name,country,region,ski_area,inclusion_basis,road_head_hint,skiresort_url,notes_for_agent
134,AT2,Mayrhofen,,AT,Tyrol,Mayrhofen (Penken/Ahorn) – Zillertal 3000,km≥60,,https://www.skiresort.com/en/ski-resort/mayrhofen-penken-ahorn-rastkogel-eggalm-mountopolis/,Harakiri; Eggalm/Rastkogel
135,AT2,Hintertux Glacier,Hintertuxer Gletscher,AT,Tyrol,Hintertux Glacier – Zillertal 3000,"glacier, year-round; alt 3250",,https://www.skiresort.com/en/ski-resort/hintertux-glacier-hintertuxer-gletscher/,365-day glacier
136,AT2,Hochzillertal–Hochfügen,,AT,Tyrol,Hochzillertal–Hochfügen (Kaltenbach/Fügen),km≥60 (89 km),,https://www.skiresort.com/en/ski-resort/kaltenbach-hochzillertal-hochfuegen-ski-optimal/,
137,AT2,Zell am Ziller,,AT,Tyrol,Zillertal Arena,km≥60,,https://www.skiresort.com/en/ski-resort/zillertal-arena-zell-am-ziller-gerlos-koenigsleiten-hochkrimml/,
138,AT2,Gerlos,,AT,Tyrol,Zillertal Arena,km≥60,,https://www.skiresort.com/en/ski-resort/zillertal-arena-zell-am-ziller-gerlos-koenigsleiten-hochkrimml/,Gerlos pass open in winter
139,AT2,Königsleiten–Wald,,AT,Salzburg,Zillertal Arena,km≥60,,https://www.skiresort.com/en/ski-resort/zillertal-arena-zell-am-ziller-gerlos-koenigsleiten-hochkrimml/,Incl. Hochkrimml
140,AT2,Kitzbühel,,AT,Tyrol,KitzSki,km≥60,,https://www.skiresort.com/en/ski-resort/kitzski-kitzbuehel-kirchberg/,"Incl. Jochberg, Pass Thurn"
141,AT2,Kirchberg in Tirol,,AT,Tyrol,KitzSki,km≥60,,https://www.skiresort.com/en/ski-resort/kitzski-kitzbuehel-kirchberg/,
142,AT2,Söll,,AT,Tyrol,SkiWelt Wilder Kaiser-Brixental,km≥60,,https://www.skiresort.com/en/ski-resort/skiwelt-wilder-kaiser-brixental/,
143,AT2,Ellmau,,AT,Tyrol,SkiWelt Wilder Kaiser-Brixental,km≥60,,https://www.skiresort.com/en/ski-resort/skiwelt-wilder-kaiser-brixental/,Going noted as village
144,AT2,Scheffau,,AT,Tyrol,SkiWelt Wilder Kaiser-Brixental,km≥60,,https://www.skiresort.com/en/ski-resort/skiwelt-wilder-kaiser-brixental/,
145,AT2,Westendorf,,AT,Tyrol,SkiWelt Wilder Kaiser-Brixental,km≥60,,https://www.skiresort.com/en/ski-resort/skiwelt-wilder-kaiser-brixental/,
146,AT2,Brixen im Thale,,AT,Tyrol,SkiWelt Wilder Kaiser-Brixental,km≥60,,https://www.skiresort.com/en/ski-resort/skiwelt-wilder-kaiser-brixental/,
147,AT2,Hopfgarten im Brixental,,AT,Tyrol,SkiWelt Wilder Kaiser-Brixental,km≥60,,https://www.skiresort.com/en/ski-resort/skiwelt-wilder-kaiser-brixental/,Itter noted as village
148,AT2,Alpbach,,AT,Tyrol,Ski Juwel Alpbachtal Wildschönau,km≥60; Open Faces FWQ history,,https://www.skiresort.com/en/ski-resort/ski-juwel-alpbachtal-wildschoenau/,
149,AT2,Wildschönau,,AT,Tyrol,Ski Juwel Alpbachtal Wildschönau,km≥60,,https://www.skiresort.com/en/ski-resort/ski-juwel-alpbachtal-wildschoenau/,Niederau/Oberau/Auffach
150,AT2,Fieberbrunn,,AT,Tyrol,Skicircus Saalbach Hinterglemm Leogang Fieberbrunn,km≥60; FWT stop (Wildseeloder),,https://www.skiresort.com/en/ski-resort/saalbach-hinterglemm-leogang-fieberbrunn-skicircus/,
151,AT3,Saalbach-Hinterglemm,,AT,Salzburg,Skicircus Saalbach Hinterglemm Leogang Fieberbrunn,km≥60,,https://www.skiresort.com/en/ski-resort/saalbach-hinterglemm-leogang-fieberbrunn-skicircus/,
152,AT3,Leogang,,AT,Salzburg,Skicircus Saalbach Hinterglemm Leogang Fieberbrunn,km≥60,,https://www.skiresort.com/en/ski-resort/saalbach-hinterglemm-leogang-fieberbrunn-skicircus/,
153,AT3,Zell am See,,AT,Salzburg,Schmittenhöhe (Zell am See-Kaprun),km≥60 (77 km),,https://www.skiresort.com/en/ski-resort/schmittenhoehe-zell-am-see/,
154,AT3,Kaprun – Kitzsteinhorn,,AT,Salzburg,Kitzsteinhorn–Maiskogel (Zell am See-Kaprun),glacier; alt 3029; FWQ history,,https://www.skiresort.com/en/ski-resort/kitzsteinhorn-maiskogel-kaprun/,
155,AT3,Wildkogel (Neukirchen–Bramberg),,AT,Salzburg,Wildkogel-Arena,km≥60 (75 km),,https://www.skiresort.com/en/ski-resort/wildkogel-neukirchen-bramberg/,
156,AT3,Flachau,,AT,Salzburg,Snow Space Salzburg,km≥60,,https://www.skiresort.com/en/ski-resort/snow-space-salzburg-flachau-wagrain-st-johann-alpendorf/,
157,AT3,Wagrain,,AT,Salzburg,Snow Space Salzburg,km≥60,,https://www.skiresort.com/en/ski-resort/snow-space-salzburg-flachau-wagrain-st-johann-alpendorf/,
158,AT3,St. Johann–Alpendorf,,AT,Salzburg,Snow Space Salzburg,km≥60,,https://www.skiresort.com/en/ski-resort/snow-space-salzburg-flachau-wagrain-st-johann-alpendorf/,
159,AT3,Hochkönig (Maria Alm–Dienten–Mühlbach),,AT,Salzburg,Hochkönig,km≥60,,https://www.skiresort.com/en/ski-resort/zillertal-arena-zell-am-ziller-gerlos-koenigsleiten-hochkrimml/,One row for three villages
160,AT3,Bad Gastein,,AT,Salzburg,Ski amadé – Gastein (Stubnerkogel/Graukogel/Sportgastein),km≥60; Sportgastein freeride/FWQ history,,https://www.skiresort.com/en/ski-resort/bad-gastein-bad-hofgastein-schlossalm-angertal-stubnerkogel/,Sportgastein incl.
161,AT3,Bad Hofgastein,,AT,Salzburg,Ski amadé – Gastein (Schlossalm–Angertal),km≥60,,https://www.skiresort.com/en/ski-resort/bad-gastein-bad-hofgastein-schlossalm-angertal-stubnerkogel/,
162,AT3,Großarl–Dorfgastein,,AT,Salzburg,Ski amadé – Großarltal-Dorfgastein,km≥60 (67.5 km),,https://www.skiresort.com/en/ski-resort/dorfgastein-grossarltal/,
163,AT3,Obertauern,,AT,Salzburg,Obertauern,km≥60,,https://www.skiresort.com/en/ski-resort/obertauern/,
164,AT3,Schladming,,AT,Styria,Schladming-Dachstein 4-Berge-Skischaukel,km≥60,,https://www.skiresort.com/en/ski-resort/schladming-planai-hochwurzen-hauser-kaibling-reiteralm-4-berge-skischaukel/,Planai/Hochwurzen/Hauser Kaibling/Reiteralm
165,AT3,Dachstein Glacier (Ramsau),Dachstein Gletscher,AT,Styria,Schladming-Dachstein,glacier (criterion 2) – VERIFY alpine ski lifts still operate; may have ended 2023,,,"If glacier ski operation has ended, mark EXCLUDE"
166,AT3,Katschberg,,AT,Carinthia / Salzburg,Katschberg–Aineck,km≥60 (80 km),,https://www.skiresort.com/en/ski-resort/katschberg/,
167,AT3,Bad Kleinkirchheim,,AT,Carinthia,Bad Kleinkirchheim–St. Oswald,km≥60,,https://www.skiresort.com/en/ski-resort/bad-kleinkirchheim/,
168,AT3,Nassfeld,,AT,Carinthia,Nassfeld–Hermagor,km≥60,,https://www.skiresort.com/en/ski-resort/nassfeld-hermagor/,Passo Pramollo from Pontebba closed in winter – access via Tarvisio/Hermagor
169,AT3,Mölltal Glacier,Mölltaler Gletscher,AT,Carinthia,Mölltal Glacier (Flattach),glacier; alt 3122,,https://www.skiresort.com/en/ski-resort/moelltal-glacier-moelltaler-gletscher/,
170,AT3,Heiligenblut – Großglockner,,AT,Carinthia,Grossglockner Heiligenblut,alt 2902; freeride,,https://www.skiresort.com/en/ski-resort/grossglockner-heiligenblut/,Grossglockner Hochalpenstrasse closed in winter
171,CH1,Champéry,,CH,Valais,Portes du Soleil,km≥60,,https://www.skiresort.com/en/ski-resort/les-portes-du-soleil-morzine-avoriaz-les-gets-chatel-morgins-champery/,Incl. Les Crosets/Champoussin (Val-d'Illiez)
172,CH1,Morgins,,CH,Valais,Portes du Soleil,km≥60,,https://www.skiresort.com/en/ski-resort/les-portes-du-soleil-morzine-avoriaz-les-gets-chatel-morgins-champery/,
173,CH1,Verbier,,CH,Valais,4 Vallées,km≥60; glacier (Mont Fort); alt 3330; FWT Xtreme,,https://www.skiresort.com/en/ski-resort/4-vallees-verbier-la-tzoumaz-nendaz-veysonnaz-thyon/,Bruson and La Tzoumaz noted
174,CH1,Nendaz,,CH,Valais,4 Vallées,km≥60; FWQ venue,,https://www.skiresort.com/en/ski-resort/4-vallees-verbier-la-tzoumaz-nendaz-veysonnaz-thyon/,
175,CH1,Veysonnaz,,CH,Valais,4 Vallées,km≥60,,https://www.skiresort.com/en/ski-resort/4-vallees-verbier-la-tzoumaz-nendaz-veysonnaz-thyon/,
176,CH1,Thyon,,CH,Valais,4 Vallées,km≥60,,https://www.skiresort.com/en/ski-resort/4-vallees-verbier-la-tzoumaz-nendaz-veysonnaz-thyon/,Thyon 2000/Les Collons
177,CH1,Zermatt,,CH,Valais,Matterhorn Ski Paradise (Zermatt–Cervinia),km≥60; glacier year-round; alt 3899,Täsch,https://www.skiresort.com/en/ski-resort/zermatt-breuil-cervinia-valtournenche-matterhorn/,Car-free: road head Täsch
178,CH1,Saas-Fee,,CH,Valais,Saas-Fee (Saastal),km≥60; glacier; alt 3573,,https://www.skiresort.com/en/ski-resort/saas-fee/,Car-free village; parking at village entrance (car journey ends at Saas-Fee)
179,CH1,Saas-Grund – Hohsaas,,CH,Valais,Saastal (Hohsaas),alt 3200,,https://www.skiresort.com/en/ski-resort/hohsaas-saas-grund/,
180,CH1,Crans-Montana,,CH,Valais,Crans-Montana,km≥60; glacier (Plaine Morte); alt 2927; FWQ 2026,,https://www.skiresort.com/en/ski-resort/crans-montana/,Dynamic pricing? check
181,CH1,Grimentz–Zinal,,CH,Valais,Val d'Anniviers,km≥60; alt 2900; FWQ history,,https://www.skiresort.com/en/ski-resort/grimentz-zinal/,
182,CH1,Saint-Luc–Chandolin,,CH,Valais,Val d'Anniviers,km≥60 (60 km); alt 2980,,https://www.skiresort.com/en/ski-resort/saint-luc-chandolin-anniviers/,
183,CH1,Aletsch Arena,,CH,Valais,Aletsch Arena (Riederalp/Bettmeralp/Fiesch-Eggishorn),km≥60; alt 2869,Mörel/Betten/Fiesch (valley stations),https://www.skiresort.com/en/ski-resort/aletsch-arena-riederalp-bettmeralp-fiesch-eggishorn/,Car-free plateau; road head = valley cable-car stations (use Fiesch or Betten Talstation – state which)
184,CH1,Grächen,,CH,Valais,Grächen,alt 2864,,https://www.skiresort.com/en/ski-resort/le-grand-massif-flaine-les-carroz-morillon-samoens-sixt/,Family resort; criterion 4 only
185,CH1,Lauchernalp – Lötschental,,CH,Valais,Lauchernalp,alt 3100; freeride/touring,,https://www.skiresort.com/en/ski-resort/lauchernalp-loetschental/,Wiler valley station
186,CH1,Belalp – Blatten,,CH,Valais,Belalp,alt 3118; freeride,,https://www.skiresort.com/en/ski-resort/belalp-blatten/,Blatten bei Naters valley station
187,CH1,Arolla,,CH,Valais,Arolla (Val d'Hérens),alt 2877; Haute Route stage; touring hub,,https://www.skiresort.com/en/ski-resort/arolla/,
188,CH1,Villars–Gryon,,CH,Vaud,Villars–Gryon–Les Diablerets (Alpes Vaudoises),km≥60 (87 km),,https://www.skiresort.com/en/ski-resort/villars-gryon-les-diablerets/,
189,CH1,Les Diablerets – Glacier 3000,,CH,Vaud,"Villars–Gryon–Les Diablerets / Glacier 3000 (Alpes Vaudoises, Gstaad)",glacier (Glacier 3000); alt 3016,,https://www.skiresort.com/en/ski-resort/glacier-3000-les-diablerets/,Glacier 3000 base Col du Pillon; Les Diablerets village
190,CH1,Leysin,,CH,Vaud,Leysin (Alpes Vaudoises),km≥60 (60 km); FWQ 2026 venue,,https://www.skiresort.com/en/ski-resort/leysin/,
191,CH2,Grindelwald,,CH,Bern,Jungfrau Ski Region,km≥60 (Grindelwald-Wengen 101 km + First),,https://www.skiresort.com/en/ski-resort/kleine-scheidegg-maennlichen-grindelwald-wengen/,Eiger Express
192,CH2,Wengen,,CH,Bern,Jungfrau Ski Region,km≥60,Lauterbrunnen,https://www.skiresort.com/en/ski-resort/kleine-scheidegg-maennlichen-grindelwald-wengen/,Car-free: road head Lauterbrunnen
193,CH2,Mürren – Schilthorn,,CH,Bern,Jungfrau Ski Region,alt 2970; freeride (Inferno),Lauterbrunnen (Stechelberg),https://www.skiresort.com/en/ski-resort/schilthorn-muerren-lauterbrunnen/,Car-free: road head Lauterbrunnen or Stechelberg – state which
194,CH2,Gstaad,,CH,Bern,Gstaad Mountain Rides (Saanenland),km≥60,,https://www.skiresort.com/en/ski-resort/rinderberg-saanerslochgrat-horneggli-zweisimmen-saanenmoeser-schoenried-st-stephan/,Incl. Saanenmöser/Schönried/Zweisimmen/St. Stephan (Rinderberg) – one row
195,CH2,Adelboden,,CH,Bern,Adelboden–Lenk,km≥60,,https://www.skiresort.com/en/ski-resort/adelboden-lenk-chuenisbaergli-silleren-hahnenmoos-metsch/,
196,CH2,Lenk,,CH,Bern,Adelboden–Lenk,km≥60,,https://www.skiresort.com/en/ski-resort/adelboden-lenk-chuenisbaergli-silleren-hahnenmoos-metsch/,
197,CH2,Meiringen-Hasliberg,,CH,Bern,Meiringen-Hasliberg,km≥60 (60 km),,https://www.skiresort.com/en/ski-resort/meiringen-hasliberg/,
198,CH2,Engelberg,,CH,Obwalden,Engelberg–Titlis,km≥60; glacier (Titlis); alt 3020; world-class freeride,,https://www.skiresort.com/en/ski-resort/titlis-engelberg/,
199,CH2,Andermatt,,CH,Uri,SkiArena Andermatt-Sedrun-Disentis,km≥60; alt 2961 (Gemsstock); world-class freeride,,https://www.skiresort.com/en/ski-resort/andermatt-oberalp-sedrun/,Oberalp road closed in winter (car train Andermatt–Sedrun not counted); Gotthard tunnel open
200,CH2,Sedrun,,CH,Graubünden,SkiArena Andermatt-Sedrun-Disentis,km≥60,,https://www.skiresort.com/en/ski-resort/andermatt-oberalp-sedrun/,Access from Milan: Oberalp and Lukmanier CLOSED – route via Chur/Reichenau–Disentis
201,CH2,Disentis,,CH,Graubünden,SkiArena Andermatt-Sedrun-Disentis,km≥60 (60 km); alt 2833; FWQ history,,https://www.skiresort.com/en/ski-resort/disentis/,Lukmanier pass closed in winter (treat as closed) – route via Chur
202,CH2,Flumserberg,,CH,St. Gallen,Flumserberg,km≥60 (65 km),,https://www.skiresort.com/en/ski-resort/flumserberg/,
203,CH2,Arosa,,CH,Graubünden,Arosa Lenzerheide,km≥60; alt 2865,,https://www.skiresort.com/en/ski-resort/arosa-lenzerheide/,
204,CH2,Lenzerheide,,CH,Graubünden,Arosa Lenzerheide,km≥60,,https://www.skiresort.com/en/ski-resort/arosa-lenzerheide/,Incl. Valbella/Churwalden/Parpan
205,CH2,Laax,,CH,Graubünden,LAAX (Flims–Laax–Falera),km≥60; glacier (Vorab); alt 3018,,https://www.skiresort.com/en/ski-resort/laax-flims-falera/,Flims/Falera villages – one row
206,CH2,St. Moritz,,CH,Graubünden,Engadin St. Moritz (Corviglia),km≥60; alt 3057,,https://www.skiresort.com/en/ski-resort/st-moritz-corviglia/,"Celerina; Julier or Maloja open, Albula road closed"
207,CH2,Corvatsch – Silvaplana/Sils,,CH,Graubünden,Engadin St. Moritz (Corvatsch–Furtschellas),km≥60; glacier (Corvatsch); alt 3303,,https://www.skiresort.com/en/ski-resort/corvatsch-furtschellas/,
208,CH2,Diavolezza–Lagalb (Pontresina),,CH,Graubünden,Engadin St. Moritz (Val Bernina),glacier; alt 3006,,https://www.skiresort.com/en/ski-resort/diavolezza-lagalb/,Bernina pass open in winter (from Italian side via Tirano)
209,CH2,Obersaxen–Mundaun,,CH,Graubünden,Obersaxen Mundaun Val Lumnezia (Surselva),km≥60 (120 km),,https://www.skiresort.com/en/ski-resort/obersaxen-mundaun-val-lumnezia/,
210,CH2,Savognin,,CH,Graubünden,Savognin,km≥60 (73.5 km),,https://www.skiresort.com/en/ski-resort/savognin/,Julier route
211,CH2,Scuol,,CH,Graubünden,Scuol – Motta Naluns (Engadin Samnaun Val Müstair),km≥60 (70 km),,https://www.skiresort.com/en/ski-resort/scuol-motta-naluns/,Access via Ofen pass or Landeck/Reschen; Flüela closed
212,CH2,Samnaun,,CH,Graubünden,Silvretta Arena (Ischgl–Samnaun),km≥60,,https://www.skiresort.com/en/ski-resort/ischgl-samnaun-silvretta-arena/,Duty-free; access via Austria (Spiss road)
213,CH2,Davos,,CH,Graubünden,Davos Klosters (Parsenn/Jakobshorn/Pischa/Rinerhorn),km≥60; alt 2844,,https://www.skiresort.com/en/ski-resort/parsenn-davos-klosters/,Flüela closed: via Landquart–Klosters or Vereina car train
214,CH2,Klosters,,CH,Graubünden,Davos Klosters (Parsenn/Madrisa),km≥60,,https://www.skiresort.com/en/ski-resort/parsenn-davos-klosters/,
215,CH2,Vals,,CH,Graubünden,Vals – Dachberg,alt 2851 (criterion 4 only),,https://www.skiresort.com/en/ski-resort/alagna-valsesia-gressoney-la-trinite-champoluc-frachey-monterosa-ski/,Small area; include per criterion 4 with note
